freq;indic_de;geo\TIME_PERIOD,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 
A;CNMIGRATRT;FR41,-1.2 ,0.1 ,-1.0 ,-2.1 ,-2.5 ,-2.4 ,-3.6 p,-2.7 ,-1.9 p,-2.8 p,-2.8 p,: 
A;CNMIGRATRT;FR42,1.6 ,0.7 ,-1.2 ,-2.7 ,-0.8 ,-0.1 ,0.8 p,-0.9 ,-0.5 p,-0.2 p,-0.2 p,: 
A;CNMIGRATRT;FR43,2.6 ,0.4 ,-0.4 ,-0.6 ,-2.3 ,-1.3 ,-1.6 p,-1.8 ,-1.2 p,-1.5 p,-1.5 p,: 
A;CNMIGRATRT;FR51,4.2 ,3.3 ,3.7 ,4.7 ,3.8 ,4.5 ,4.1 p,4.8 ,4.1 p,4.3 p,4.2 p,: 
A;CNMIGRATRT;FR52,5.7 ,7.2 ,5.8 ,5.6 ,4.0 ,4.2 ,5.5 p,4.6 ,4.3 p,4.7 p,4.7 p,: 
A;CNMIGRATRT;FR53,8.3 ,6.8 ,3.8 ,5.3 ,3.8 ,3.5 ,3.7 p,5.3 ,3.3 p,4.1 p,4.1 p,: 
A;CNMIGRATRT;FR61,8.5 ,7.2 ,7.8 ,7.0 ,5.6 ,8.5 ,8.8 p,7.4 ,7.5 p,7.8 p,7.7 p,: 
A;CNMIGRATRT;FR62,9.8 ,7.8 ,6.6 ,4.8 ,5.7 ,5.9 ,7.7 p,7.0 ,5.8 p,6.7 p,6.7 p,: 
A;CNMIGRATRT;FR63,10.3 ,7.2 ,3.9 ,3.8 ,0.3 ,-0.7 ,1.2 p,4.1 ,2.7 p,2.7 p,2.7 p,: 
A;CNMIGRATRT;FR71,1.4 ,2.7 ,3.5 ,3.7 ,2.8 ,3.5 ,4.0 p,4.3 ,3.9 p,3.9 p,3.7 p,: 
A;CNMIGRATRT;FR72,2.2 ,2.2 ,2.1 ,3.2 ,2.9 ,3.1 ,3.8 p,3.1 ,3.3 p,3.3 p,3.0 p,: 
A;CNMIGRATRT;FR81,8.2 ,6.0 ,9.1 ,7.9 ,10.9 ,9.3 ,9.6 p,6.5 ,8.3 p,8.3 p,7.3 p,: 
A;CNMIGRATRT;FR82,7.2 ,1.3 ,-1.5 ,-0.5 ,0.6 ,1.2 ,1.2 p,3.4 ,1.9 p,1.9 p,2.3 p,: 
A;CNMIGRATRT;FR83,16.9 ,12.1 ,8.5 ,12.6 ,15.3 ,5.3 ,12.1 p,12.8 ,9.9 p,9.8 p,11.2 p,: 
A;CNMIGRATRT;FRA1,: ,: ,: ,: ,: ,: ,: ,-11.8 ,-11.5 p,-11.6 p,-10.2 p,: 
A;CNMIGRATRT;FRA2,-6.8 ,-6.3 ,-9.6 ,-11.7 ,-10.0 ,-14.5 ,-11.5 p,-7.4 ,-11.8 p,-11.9 p,-10.0 p,: 
A;CNMIGRATRT;FRA3,7.2 ,2.5 ,-1.3 ,-4.0 ,13.7 ,-14.4 ,-5.6 p,10.1 ,-3.1 p,-3.1 p,3.6 p,: 
A;CNMIGRATRT;FRA4,2.5 ,4.1 ,-3.3 ,-6.6 ,-3.0 ,-5.7 ,-10.7 p,-2.5 ,-6.5 p,-6.5 p,-4.9 p,: 
A;CNMIGRATRT;FRA5,: ,: ,: ,: ,: ,: ,: ,: ,: ,-0.6 p,3.4 p,: 
A;CNMIGRATRT;FRB0,0.2 ,-0.6 ,0.3 ,1.6 ,1.1 ,0.3 p,0.8 p,1.2 ,-1.2 ,-0.8 ,-1.2 ,-1.5 
A;CNMIGRATRT;FRC1,2.4 ,2.2 ,1.9 ,-0.4 ,0.1 ,-0.9 p,1.3 p,0.4 ,-0.5 ,-0.6 ,-1.1 ,-1.5 
A;CNMIGRATRT;FRC2,2.6 ,0.4 ,-0.4 ,-0.6 ,-2.3 ,-1.3 p,-1.6 p,-1.8 ,-1.2 ,-1.2 ,-2.3 ,-2.7 
A;CNMIGRATRT;FRD1,0.5 ,2.0 ,0.5 ,0.1 ,0.1 ,-0.4 p,0.4 p,0.2 ,-0.2 ,-0.8 ,-1.1 ,-1.5 
A;CNMIGRATRT;FRD2,-1.2 ,0.5 ,-0.3 ,-1.8 ,-2.9 ,-0.9 p,-1.6 p,0.2 ,-1.4 ,-3.1 ,-2.3 ,-2.6 
A;CNMIGRATRT;FRE1,-4.5 ,-4.4 ,-2.9 ,-3.8 ,-4.1 ,-3.0 p,-2.1 p,-0.7 ,-4.3 ,-4.5 ,-4.1 ,-4.4 
A;CNMIGRATRT;FRE2,-1.6 ,-1.1 ,-1.8 ,-2.1 ,-2.6 ,-2.0 p,-1.1 p,-1.9 ,-2.4 ,-2.5 ,-3.1 ,-3.5 
A;CNMIGRATRT;FRF1,1.6 ,0.7 ,-1.2 ,-2.7 ,-0.8 ,-0.1 p,0.8 p,-0.9 ,-0.5 ,-0.2 ,-1.4 ,-1.7 
A;CNMIGRATRT;FRF2,-2.6 ,-4.1 ,-2.8 ,-4.1 ,-2.6 ,-0.2 p,-2.1 p,-1.6 ,-2.7 ,-4.6 ,-3.9 ,-4.2 
A;CNMIGRATRT;FRF3,-1.2 ,0.1 ,-1.0 ,-2.1 ,-2.5 ,-2.4 p,-3.6 p,-2.7 ,-1.9 ,-2.1 ,-3.1 ,-3.5 
A;CNMIGRATRT;FRG0,4.2 ,3.3 ,3.7 ,4.7 ,3.8 ,4.5 p,4.1 p,4.8 ,4.1 ,2.9 ,3.0 ,2.7 
A;CNMIGRATRT;FRH0,5.7 ,7.2 ,5.8 ,5.6 ,4.0 ,4.2 p,5.5 p,4.6 ,4.3 ,3.9 ,3.4 ,3.0 
A;CNMIGRATRT;FRI1,8.5 ,7.2 ,7.8 ,7.0 ,5.6 ,8.5 p,8.8 p,7.4 ,7.5 ,6.9 ,6.3 ,5.9 
A;CNMIGRATRT;FRI2,10.3 ,7.2 ,3.9 ,3.8 ,0.3 ,-0.7 p,1.2 p,4.1 ,2.7 ,1.4 ,1.8 ,1.5 
A;CNMIGRATRT;FRI3,8.3 ,6.8 ,3.8 ,5.3 ,3.8 ,3.5 p,3.7 p,5.3 ,3.3 ,3.6 ,3.2 ,2.8 
A;CNMIGRATRT;FRJ1,8.2 ,6.0 ,9.1 ,7.9 ,10.9 ,9.3 p,9.6 p,6.5 ,6.3 ,6.8 ,5.6 ,5.3 
A;CNMIGRATRT;FRJ2,9.8 ,7.8 ,6.6 ,4.8 ,5.7 ,5.9 p,7.7 p,7.0 ,5.8 ,3.7 ,4.5 ,4.2 
A;CNMIGRATRT;FRK1,2.2 ,2.2 ,2.1 ,3.2 ,2.9 ,3.1 p,3.8 p,3.1 ,2.2 ,2.6 ,1.8 ,1.4 
A;CNMIGRATRT;FRK2,1.4 ,2.7 ,3.5 ,3.7 ,2.8 ,3.5 p,4.0 p,4.3 ,3.1 ,1.3 ,2.0 ,1.7 
A;CNMIGRATRT;FRL0,7.2 ,1.3 ,-1.5 ,-0.5 ,0.6 ,1.2 p,1.2 p,3.4 ,2.3 ,1.0 ,1.3 ,1.1 
A;CNMIGRATRT;FRM0,16.9 ,12.1 ,8.5 ,12.6 ,15.3 ,5.3 p,12.1 p,12.8 ,9.6 ,10.4 ,9.8 ,9.5 
A;CNMIGRATRT;FRY1,: ,: ,: ,: ,: ,: ,: ,-11.8 ,-8.9 ,-14.2 ,-12.4 ,-13.0 
A;CNMIGRATRT;FRY2,-6.8 ,-6.3 ,-9.6 ,-11.7 ,-10.0 ,-14.5 p,-11.5 p,-7.4 ,-10.7 ,-14.0 ,-11.5 ,-12.0 
A;CNMIGRATRT;FRY3,7.2 ,2.5 ,-1.3 ,-4.0 ,13.7 ,-14.4 p,-5.6 p,10.1 ,6.7 ,13.3 ,8.9 ,7.9 
A;CNMIGRATRT;FRY4,2.5 ,4.1 ,-3.3 ,-6.6 ,-3.0 ,-5.7 p,-10.7 p,-2.5 ,-2.1 ,-8.5 ,-4.9 ,-5.3 
A;CNMIGRATRT;FRY5,: ,: ,: ,: ,: ,: ,: ,: ,7.7 ,1.8 ,3.4 ,2.9 
A;CNMIGRATRT;HR03,6.3 ,5.1 ,3.3 ,1.8 ,-0.5 ,-0.3 ,0.0 ,0.7 ,-0.3 ,-2.1 ,-1.7 ,-2.4 
A;CNMIGRATRT;HR04,0.4 ,0.6 ,0.5 ,-0.6 ,-1.2 ,-1.3 ,-1.4 ,-2.0 ,-3.5 ,-5.4 ,-7.2 ,-10.4 
A;CNMIGRATRT;HU10,8.2 ,11.0 ,11.3 ,10.7 ,9.0 ,7.2 p,6.9 ,6.3 ,8.1 ,6.2 ,4.1 ,: 
A;CNMIGRATRT;HU11,: ,: ,: ,: ,: ,: ,: ,8.0 ,9.8 ,4.2 ,-1.2 ,1.5 
A;CNMIGRATRT;HU12,: ,: ,: ,: ,: ,: ,: ,3.8 ,5.7 ,9.0 ,11.7 ,13.5 
A;CNMIGRATRT;HU21,2.6 ,0.8 ,1.4 ,-0.5 ,-0.3 ,0.7 p,-0.8 ,-1.3 ,-2.0 ,1.9 ,-0.8 ,3.8 
A;CNMIGRATRT;HU22,2.5 ,2.6 ,3.9 ,2.4 ,3.2 ,3.7 p,5.8 ,3.9 ,3.6 ,4.4 ,3.1 ,6.5 
A;CNMIGRATRT;HU23,1.1 ,-3.1 ,-3.0 ,-0.4 ,-2.1 ,-1.7 p,-0.9 ,-3.0 ,-4.4 ,-3.4 ,-2.4 ,-2.6 
A;CNMIGRATRT;HU31,-4.2 ,-7.4 ,-6.9 ,-6.9 ,-6.6 ,-4.9 p,-4.5 ,-5.9 ,-6.1 ,-4.9 ,-4.6 ,-3.5 
A;CNMIGRATRT;HU32,-3.0 ,-4.9 ,-5.2 ,-4.1 ,-3.7 ,-2.8 p,-1.8 ,-2.2 ,-1.1 ,-0.7 ,-2.5 ,-3.1 
A;CNMIGRATRT;HU33,0.9 ,-0.6 ,-2.0 ,-0.5 ,-1.6 ,-1.0 p,0.0 ,-1.8 ,-1.3 ,-0.6 ,-3.8 ,-0.9 
A;CNMIGRATRT;IE01,22.8 ,18.0 ,11.1 ,0.3 ,-0.7 ,-5.2 ,-3.9 ,-7.0 ,-5.0 ,1.2 ,5.8 ,: 
A;CNMIGRATRT;IE02,22.0 ,16.7 ,1.0 ,-5.9 ,-7.5 ,-6.2 ,-5.1 ,-0.8 ,2.3 ,3.4 ,5.0 ,: 
A;CNMIGRATRT;IE04,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,4.0 
A;CNMIGRATRT;IE05,: ,: ,: ,: ,: ,: ,-2.1 ,: ,: ,: ,: ,2.8 
A;CNMIGRATRT;IE06,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,2.8 
A;CNMIGRATRT;IS00,17.3 ,16.6 ,3.3 ,-15.0 ,-6.5 ,-4.3 ,-0.9 ,5.1 ,3.4 ,4.5 ,12.2 ,24.1 
A;CNMIGRATRT;ITC1,3.6 ,12.9 ,7.8 ,3.8 ,2.9 ,1.1 ,6.8 ,17.5 ,0.6 ,0.2 ,1.7 ,1.4 
A;CNMIGRATRT;ITC2,5.4 ,7.4 ,6.2 ,2.2 ,0.8 ,-0.6 ,10.5 ,7.6 ,-1.0 ,-3.5 ,-0.2 ,-1.1 
A;CNMIGRATRT;ITC3,4.7 ,6.1 ,8.4 ,5.5 ,4.6 ,2.0 ,5.1 ,23.8 ,0.8 ,0.1 ,3.3 ,2.7 
A;CNMIGRATRT;ITC4,4.5 ,6.9 ,7.0 ,4.8 ,5.7 ,3.3 ,9.8 ,18.4 ,3.3 ,2.1 ,2.3 ,3.7 
A;CNMIGRATRT;ITF1,2.9 ,11.5 ,7.7 ,3.8 ,1.5 ,1.6 ,7.2 ,18.9 ,1.1 ,0.0 ,0.2 ,-0.8 
A;CNMIGRATRT;ITF2,0.1 ,4.3 ,1.1 ,-1.0 ,-0.7 ,0.2 ,4.8 ,8.5 ,-0.1 ,1.2 ,-0.3 ,-0.7 
A;CNMIGRATRT;ITF3,-3.2 ,-0.1 ,-1.9 ,-0.2 ,0.0 ,-1.1 ,0.5 ,17.1 ,-1.3 ,-0.8 ,-1.6 ,-1.0 
A;CNMIGRATRT;ITF4,-1.6 ,1.2 ,-0.2 ,0.4 ,0.8 ,-0.9 ,0.6 ,10.2 ,0.9 ,-1.2 ,-1.7 ,-1.3 
A;CNMIGRATRT;ITF5,-5.2 ,0.0 ,-1.1 ,-2.5 ,-1.3 ,-0.8 ,0.3 ,7.0 ,0.1 ,-1.1 ,-2.0 ,-1.3 
A;CNMIGRATRT;ITF6,-5.9 ,3.3 ,-1.5 ,-1.9 ,-1.6 ,-1.5 ,1.1 ,12.4 ,-0.6 ,-1.1 ,-1.1 ,-1.7 
A;CNMIGRATRT;ITG1,-1.0 ,2.5 ,1.4 ,1.4 ,1.6 ,-0.6 ,1.0 ,19.8 ,0.4 ,-1.6 ,-1.8 ,-3.3 
A;CNMIGRATRT;ITG2,1.4 ,3.1 ,2.3 ,0.2 ,0.8 ,-1.1 ,3.5 ,16.2 ,2.0 ,0.2 ,0.4 ,1.0 
A;CNMIGRATRT;ITH1,6.7 ,8.1 ,5.9 ,4.7 ,4.0 ,3.0 ,7.3 ,9.5 ,2.7 ,2.7 ,4.1 ,4.8 
A;CNMIGRATRT;ITH2,8.0 ,10.6 ,9.8 ,6.2 ,5.7 ,3.2 ,9.4 ,10.6 ,2.0 ,1.9 ,1.3 ,3.5 
A;CNMIGRATRT;ITH3,4.7 ,10.6 ,8.4 ,2.3 ,1.7 ,0.3 ,6.3 ,10.1 ,1.2 ,-0.4 ,0.5 ,2.1 
A;CNMIGRATRT;ITH4,6.1 ,9.7 ,9.0 ,3.2 ,2.5 ,0.9 ,7.1 ,10.0 ,1.9 ,0.3 ,1.9 ,3.3 
A;CNMIGRATRT;ITH5,8.3 ,12.7 ,14.2 ,8.2 ,7.0 ,3.9 ,10.6 ,17.8 ,3.4 ,3.0 ,3.5 ,4.9 
A;CNMIGRATRT;ITI1,5.6 ,11.7 ,9.6 ,7.0 ,5.6 ,2.4 ,10.2 ,18.9 ,3.9 ,2.6 ,3.6 ,3.5 
A;CNMIGRATRT;ITI2,5.4 ,14.5 ,11.8 ,7.9 ,6.6 ,1.6 ,6.6 ,14.9 ,1.0 ,0.8 ,1.8 ,0.5 
A;CNMIGRATRT;ITI3,5.0 ,12.2 ,11.0 ,3.7 ,2.5 ,0.8 ,5.4 ,7.9 ,1.4 ,-0.5 ,0.1 ,1.0 
A;CNMIGRATRT;ITI4,5.2 ,11.8 ,10.1 ,7.3 ,7.0 ,3.3 ,10.9 ,55.2 ,4.5 ,1.1 ,3.2 ,2.4 
A;CNMIGRATRT;LI00,3.5 ,1.8 ,2.5 ,3.6 ,4.6 ,4.9 ,6.3 ,5.4 ,3.6 ,4.9 ,2.1 ,5.7 
A;CNMIGRATRT;LT00,-7.5 ,-6.7 ,-5.1 ,-10.1 ,-25.2 ,-12.6 ,-7.1 ,-5.7 ,-4.2 ,-7.7 ,-10.5 ,: 
A;CNMIGRATRT;LT01,: ,: ,: ,: ,: ,: ,: ,1.1 ,2.4 ,-2.3 ,-0.2 ,0.5 
A;CNMIGRATRT;LT02,: ,: ,: ,: ,: ,: ,: ,-8.2 ,-6.7 ,-9.8 ,-14.5 ,-13.8 
A;CNMIGRATRT;LU00,11.3 ,12.5 ,15.8 ,13.2 ,15.1 ,21.6 ,18.9 ,19.0 ,19.9 ,19.6 ,16.2 ,15.8 b
A;CNMIGRATRT;LV00,-4.0 ,-3.6 ,-10.3 ,-16.1 ,-17.0 ,-9.7 ,-5.8 ,-7.1 ,-4.3 ,-5.4 ,-6.2 ,-4.0 
A;CNMIGRATRT;ME00,-0.1 ,-1.5 ,-1.5 ,-1.5 ,-1.5 ,-1.5 ,-1.5 ,-1.5 ,-1.5 ,-1.5 ,-1.5 ,-1.5 
A;CNMIGRATRT;MK00,-0.3 ,0.1 ,-0.3 ,-0.3 ,-0.3 ,-0.4 p,-0.5 p,-0.4 ,-0.2 ,-0.2 ,0.0 ,0.1 
A;CNMIGRATRT;MT00,0.1 ,3.8 ,5.7 ,5.6 ,0.2 ,4.0 ,10.1 ,14.4 ,21.5 ,22.1 ,19.2 ,31.3 
A;CNMIGRATRT;NL11,-1.8 ,-1.4 ,0.0 ,3.3 ,3.4 ,2.1 ,1.2 ,1.9 ,1.9 ,-0.1 ,0.1 ,-0.1 
A;CNMIGRATRT;NL12,-2.1 ,-1.0 ,0.3 ,0.0 ,-0.7 ,-1.7 ,-1.5 ,-1.3 ,-0.9 ,-0.3 ,1.7 ,1.1 
A;CNMIGRATRT;NL13,2.2 ,3.0 ,2.8 ,1.2 ,0.6 ,-1.1 ,-0.9 ,-0.6 ,-0.2 ,2.0 ,8.2 ,2.7 
A;CNMIGRATRT;NL21,-1.3 ,-0.7 ,1.0 ,0.8 ,0.2 ,-0.2 ,-1.1 ,-1.8 ,-1.3 ,1.6 ,1.6 ,2.4 
A;CNMIGRATRT;NL22,-1.3 ,-0.1 ,0.9 ,1.5 ,0.7 ,1.0 ,1.3 ,0.8 ,2.0 ,3.5 ,5.5 ,5.5 
A;CNMIGRATRT;NL23,1.7 ,2.7 ,4.3 ,3.0 ,2.3 ,1.6 ,0.3 ,-2.5 ,-2.2 ,-0.5 ,3.5 ,3.8 
A;CNMIGRATRT;NL31,3.3 ,3.0 ,2.2 ,2.6 ,1.0 ,1.9 ,1.8 ,2.5 ,3.3 ,4.1 ,4.7 ,4.8 
A;CNMIGRATRT;NL32,-1.1 ,1.4 ,4.1 ,4.6 ,4.4 ,3.4 ,2.5 ,3.6 ,4.4 ,5.9 ,6.4 ,5.4 
A;CNMIGRATRT;NL33,-4.4 ,-1.2 ,2.3 ,3.3 ,2.9 ,3.1 ,0.0 ,0.8 ,3.0 ,3.7 ,5.1 ,6.1 
A;CNMIGRATRT;NL34,0.3 ,-0.3 ,0.4 ,0.5 ,0.5 ,-0.6 ,-0.6 ,-0.4 ,0.0 ,2.2 ,1.9 ,3.2 
A;CNMIGRATRT;NL41,-1.6 ,-0.2 ,1.3 ,1.3 ,1.6 ,1.7 ,1.5 ,2.1 ,2.4 ,3.4 ,4.8 ,5.9 
A;CNMIGRATRT;NL42,-3.1 ,-2.9 ,0.1 ,0.7 ,0.9 ,1.4 ,0.6 ,0.1 ,0.0 ,1.2 ,3.4 ,2.4 
A;CNMIGRATRT;NO01,10.2 ,12.9 ,14.7 ,10.5 ,11.4 ,14.1 ,10.7 ,9.7 ,12.1 ,9.5 ,8.7 ,6.7 
A;CNMIGRATRT;NO02,1.5 ,4.9 ,5.2 ,5.6 ,6.3 ,7.3 ,4.4 ,5.4 ,6.1 ,2.1 ,5.5 ,5.0 
A;CNMIGRATRT;NO03,5.8 ,9.9 ,9.7 ,8.2 ,9.3 ,10.4 ,10.2 ,8.2 ,6.1 ,7.1 ,7.4 ,6.1 
A;CNMIGRATRT;NO04,7.7 ,11.9 ,10.5 ,8.8 ,10.1 ,8.6 ,11.0 ,8.2 ,8.1 ,2.3 ,0.7 ,1.0 
A;CNMIGRATRT;NO05,1.5 ,5.5 ,7.2 ,8.5 ,8.3 ,7.4 ,8.9 ,7.1 ,6.4 ,3.3 ,3.0 ,0.3 
A;CNMIGRATRT;NO06,6.1 ,8.7 ,7.0 ,7.0 ,5.8 ,8.5 ,10.0 ,5.3 ,6.9 ,4.3 ,7.9 ,6.2 
A;CNMIGRATRT;NO07,-3.5 ,-2.5 ,0.7 ,2.1 ,3.4 ,3.6 ,6.5 ,5.7 ,4.3 ,-0.2 ,4.7 ,1.9 
A;CNMIGRATRT;PL11,-1.3 ,-0.8 ,-0.4 ,-0.5 ,-0.6 ,-0.9 ,-0.6 ,-1.1 ,-0.8 ,-0.6 ,-0.1 ,: 
A;CNMIGRATRT;PL12,2.6 ,2.8 ,2.0 ,2.4 ,3.0 ,2.5 ,3.0 ,2.9 ,2.6 ,2.1 ,2.5 ,: 
A;CNMIGRATRT;PL21,0.3 ,1.0 ,0.3 ,1.1 ,1.7 ,1.1 ,0.9 ,0.5 ,1.1 ,0.6 ,1.2 ,1.0 
A;CNMIGRATRT;PL22,-2.7 ,-2.4 ,-1.6 ,-0.9 ,-1.1 ,-1.4 ,-1.3 ,-2.5 ,-1.6 ,-1.4 ,-0.8 ,-0.7 
A;CNMIGRATRT;PL31,-2.6 ,-2.3 ,-1.8 ,-1.8 ,-2.2 ,-2.6 ,-2.3 ,-2.7 ,-2.7 ,-2.2 ,-1.5 ,: 
A;CNMIGRATRT;PL32,-1.6 ,-1.6 ,-0.9 ,-0.7 ,-0.7 ,-1.2 ,-0.7 ,-1.6 ,-0.4 ,-0.4 ,0.0 ,: 
A;CNMIGRATRT;PL33,-2.1 ,-2.0 ,-1.3 ,-1.3 ,-1.9 ,-2.0 ,-1.5 ,-2.1 ,-1.8 ,-1.8 ,-0.8 ,: 
A;CNMIGRATRT;PL34,-2.3 ,-2.4 ,-1.3 ,-1.5 ,-1.1 ,-1.8 ,-1.6 ,-2.4 ,-1.9 ,-1.7 ,-0.9 ,: 
A;CNMIGRATRT;PL41,0.2 ,0.4 ,0.3 ,0.4 ,0.6 ,0.2 ,0.2 ,-0.2 ,0.1 ,-0.1 ,0.2 ,0.3 
A;CNMIGRATRT;PL42,-1.2 ,-1.1 ,-0.7 ,-0.7 ,-0.4 ,-0.7 ,-0.4 ,-0.9 ,-1.3 ,-1.4 ,-0.8 ,-0.5 
A;CNMIGRATRT;PL43,-1.8 ,-1.4 ,-1.3 ,-0.6 ,-0.4 ,-1.0 ,-0.6 ,-1.7 ,-1.3 ,-1.5 ,0.0 ,-0.8 
A;CNMIGRATRT;PL51,-1.2 ,-0.6 ,-0.3 ,0.2 ,0.6 ,0.2 ,0.5 ,-0.3 ,0.5 ,0.5 ,1.6 ,1.0 
A;CNMIGRATRT;PL52,-4.3 ,-3.6 ,-3.3 ,-1.5 ,-1.6 ,-2.5 ,-2.2 ,-4.1 ,-2.2 ,-2.3 ,-0.5 ,-0.1 
A;CNMIGRATRT;PL61,-1.6 ,-0.8 ,-0.7 ,-0.7 ,-0.7 ,-1.0 ,-1.0 ,-1.7 ,-1.2 ,-1.2 ,-0.4 ,-0.2 
A;CNMIGRATRT;PL62,-3.0 ,-2.4 ,-1.8 ,-2.3 ,-1.9 ,-2.3 ,-1.5 ,-3.0 ,-2.5 ,-2.2 ,-2.4 ,-1.7 
A;CNMIGRATRT;PL63,-0.4 ,0.6 ,0.3 ,1.3 ,1.4 ,0.8 ,0.8 ,0.7 ,1.0 ,0.9 ,1.8 ,1.4 
A;CNMIGRATRT;PL71,: ,: ,: ,: ,: ,: ,: ,: ,-0.8 ,-0.6 ,-0.1 ,-0.7 
A;CNMIGRATRT;PL72,: ,: ,: ,: ,: ,: ,: ,: ,-1.8 ,-1.8 ,-0.8 ,-1.7 
A;CNMIGRATRT;PL81,: ,: ,: ,: ,: ,: ,: ,: ,-2.7 ,-2.2 ,-1.5 ,-2.3 
A;CNMIGRATRT;PL82,: ,: ,: ,: ,: ,: ,: ,: ,-0.4 ,-0.4 ,0.0 ,-0.7 
A;CNMIGRATRT;PL84,: ,: ,: ,: ,: ,: ,: ,: ,-1.9 ,-1.7 ,-0.9 ,-1.4 
A;CNMIGRATRT;PL91,: ,: ,: ,: ,: ,: ,: ,: ,6.3 ,5.4 ,5.5 ,5.9 
A;CNMIGRATRT;PL92,: ,: ,: ,: ,: ,: ,: ,: ,-2.1 ,-2.1 ,-1.3 ,-1.7 
A;CNMIGRATRT;PT11,-0.8 ,-0.7 ,-2.8 ,-2.1 ,-3.5 ,-1.7 ,-4.5 ,-4.3 ,-4.4 ,-3.2 e,-3.7 ,-0.5 
A;CNMIGRATRT;PT15,11.7 ,12.8 ,12.2 ,12.7 ,11.4 ,-11.4 ,-2.4 ,-2.2 ,0.1 ,2.7 e,1.3 ,-1.8 
